shared.name;FeatureID;row.ID;FTIC Pn_delicatissima;FMEAN Pn_delicatissima;FMEDIAN Pn_delicatissima;FTIC System_Blank;FMEAN System_Blank;FMEDIAN System_Blank;FTIC 100;FMEAN 100;FMEDIAN 100;FTIC filtered;FMEAN filtered;FMEDIAN filtered;FTIC Blank;FMEAN Blank;FMEDIAN Blank;FTIC unfiltered;FMEAN unfiltered;FMEDIAN unfiltered;FTIC 0;FMEAN 0;FMEDIAN 0;FTIC Sample;FMEAN Sample;FMEDIAN Sample;FTIC 50;FMEAN 50;FMEDIAN 50;FTIC Procedure_Blank;FMEAN Procedure_Blank;FMEDIAN Procedure_Blank;FTIC Pn_multiseries;FMEAN Pn_multiseries;FMEDIAN Pn_multiseries;FTIC Pn_Subpacifica;FMEAN Pn_Subpacifica;FMEDIAN Pn_Subpacifica;FTIC Media;FMEAN Media;FMEDIAN Media;Blank_1;Blank_3;Media_Blank;blank_out;Pn_chubby14_100ml;Pn_chubby14_50ml;Pn_chubby14_unfil;Pn_delicatessima6_100ml;Pn_delicatessima6_50ml;Pn_delicatessima6_unfil;Pn_multiseries_100ml;Pn_multiseries_50ml;Pn_multiseries_unfil;Pn_skinny13_100ml;Pn_skinny13_50ml;Pn_skinny13_unfil;Pn_subpacifica5_100ml;Pn_subpacifica5_50ml;Pn_subpacifica5_unfil
1943;8057;X420.233.286.1..ID..8057.;5090882.914;848480.4857;266138.9111;13582.71191;4527.570638;0;2080451.371;346741.8952;114249.7012;3093601.085;309360.1085;157988.2256;13582.71191;4527.570638;0;3324037.324;554006.2207;63663.22168;13582.71191;4527.570638;0;6417638.409;427842.5606;141803.5879;4337187.038;433718.7038;121351.3203;0;0;0;737723.7324;245907.9108;251968.4609;589031.7627;98171.96045;93999.44775;0;0;0;0;13582.71191;0;0;156793.6836;87099.84277;66158.83398;71705.71875;159182.7676;61167.60938;440673.4434;251968.4609;45081.82813;1375001.764;373095.0547;3050730;36276.76172;141803.5879;100899.0527
1944;8080;X420.273.358.3..ID..8080.;7725864.62;1287644.103;955522.9719;460011.3428;153337.1143;115556.7725;7207253.129;1201208.855;898820.9369;9112433.715;911243.3715;652299.9343;460011.3428;153337.1143;115556.7725;8147334.197;1357889.033;991018.3914;460011.3428;153337.1143;115556.7725;16353002.08;1090200.138;890876.0378;10052514.78;1005251.478;893479.6454;906765.8359;906765.8359;906765.8359;1601120.014;533706.6714;344023.7744;7026017.441;1171002.907;893479.6454;906765.8359;906765.8359;906765.8359;90524.09961;115556.7725;906765.8359;253930.4707;2964294.598;950689.978;1505062.266;1593018.808;627706.0986;1020169.906;295229.363;344023.7744;961866.8767;890876.0378;676893.77;2917200;557068.4861;212632.8008;836269.3127
1945;3140;X420.298.380.1..ID..3140.;6257368.002;1042894.667;748561.1494;0;0;0;8688261.877;1448043.646;1529158.828;15176742.1;1517674.21;933724.7979;0;0;0;11558917.49;1926486.249;1438986.291;0;0;0;24931810.29;1662120.686;966442.1836;18047397.72;1804739.772;933724.7979;1803849.305;1803849.305;1803849.305;3295033.813;1098344.604;1074123.277;15379408.47;2563234.746;1889412.182;1803849.305;1803849.305;1803849.305;0;0;1803849.305;0;291534.3633;62514.11133;0;1851119.857;901007.4121;596114.8867;1254468.352;966442.1836;1074123.277;0;198665.8223;2710460.023;3487290;6163700;5374370
1946;2316;X421.166.227.1..ID..2316.;16951452.87;2825242.145;2484414.642;2608.860596;869.6201986;0;23082786.71;3847131.118;3249661.297;30972725.49;3097272.549;2547951.701;2608.860596;869.6201986;0;20611415.78;3435235.963;3449847.673;2608.860596;869.6201986;0;49311683.03;3287445.535;2772793.402;28501354.56;2850135.456;2079625;2272458.235;2272458.235;2272458.235;10898577.11;3632859.037;3948230;21461653.05;3576942.176;2336853.638;2272458.235;2272458.235;2272458.235;0;0;2272458.235;2608.860596;2837567.275;1552778.276;1479172.018;2196035.881;1677575.338;5636075.618;3948230;2323110;4627237.11;3661755.318;2772793.402;1007217.311;8166740;1836140;5589255.484
1947;7866;X421.190.269.2..ID..7866.;28824399.25;4804066.542;4402713.681;100470.2141;33490.07137;43899.51196;35184915.92;5864152.654;6235370.182;49683784.81;4968378.481;5200020.292;100470.2141;33490.07137;43899.51196;18964671.92;3160778.653;3049638.766;100470.2141;33490.07137;43899.51196;66150154.46;4410010.298;3795580;33463540.8;3346354.08;3579578.573;2498302.258;2498302.258;2498302.258;13920503.03;4640167.676;4831853.16;23405252.19;3900875.364;3579578.573;2498302.258;2498302.258;2498302.258;0;56570.70215;2498302.258;43899.51196;5953708.351;3558181.87;1832415.869;6649446.66;2787746.455;2405545.355;5390193.222;3698456.645;4831853.16;8176233.418;5009847.362;3795580;6517032.014;1942938.808;3600975.275
1948;7032;X421.207.246.1..ID..7032.;10990084.22;1831680.703;1344204.329;0;0;0;10730830.58;1788471.763;1096099.076;13125317.21;1312531.721;783323.4482;0;0;0;2912840.387;485473.3978;460705.9512;0;0;0;15316900.46;1021126.697;570545.0938;5307327.021;530732.7021;255557.7441;721257.1367;721257.1367;721257.1367;2291175.656;763725.2188;996101.8027;2035640.587;339273.4312;209916.2295;721257.1367;721257.1367;721257.1367;0;0;721257.1367;0;1196096.35;295601.0078;200154.7656;2874767.594;570545.0938;133432.8711;996101.8027;215514.4805;1079559.373;4722930;1909972.418;778436.2402;219677.6934;124110.7705;0
1949;2478;X421.238.269.1..ID..2478.;22463849.2;3743974.867;3400294.078;92592.35352;30864.11784;0;13752782.79;2292130.465;2067187.559;20159935.29;2015993.529;1572399.291;92592.35352;30864.11784;0;14415361.35;2402560.225;2061007.508;92592.35352;30864.11784;0;34575296.63;2305019.776;2132383.465;20822513.84;2082251.384;2013796.44;0;0;0;5245106.313;1748368.771;1012415.117;6866341.117;1144390.186;821652.0146;0;0;0;0;0;0;92592.35352;3121960;920094.6875;723209.3418;5490690;2132383.465;5813381.983;1012415.117;475936.1875;3756755.008;3921850;2878738.156;2226805.6;205867.6719;0;1895209.416
1950;1895;X421.257.578.1..ID..1895.;35205518.49;5867586.416;5784926.626;20683.44727;6894.482422;6024.34082;37043188.48;6173864.747;5499573.869;66119009.03;6611900.903;5210707.81;20683.44727;6894.482422;6024.34082;27854482.36;4642413.726;3146545.231;20683.44727;6894.482422;6024.34082;90001591.39;6000106.093;5005422.367;56930302.91;5693030.291;4758155.949;3971900;3971900;3971900;28632597.93;9544199.31;11135537.98;26163474.97;4360579.161;3625322.723;3971900;3971900;3971900;0;6024.34082;3971900;14659.10645;2743800;4510889.531;2016848.5;9281804.674;5415993.252;6153860;3888490;13608569.95;11135537.98;7027247.738;5005422.367;2321190.463;10129946.07;4506845.446;2255145.418
1951;3028;X421.321.566.1..ID..3028.;96435178.87;16072529.81;14771875.2;256525.6616;85508.55387;80655.78369;94383121.2;15730520.2;16573086.39;117331789.5;11733178.95;9619624.918;256525.6616;85508.55387;80655.78369;51454651.06;8575775.176;7210309.64;256525.6616;85508.55387;80655.78369;166823068.6;11121537.91;9397234.841;74403319.34;7440331.934;6449596.806;1963371.949;1963371.949;1963371.949;13522981.11;4507660.371;336856.9717;56864908.62;9477484.77;4888372.134;1963371.949;1963371.949;1963371.949;80655.78369;162569.793;1963371.949;13300.08496;11363440.66;1805149.444;4753359.83;21782732.12;12082250.4;9397234.841;330324.1406;336856.9717;12855800;27835652.33;7875809.174;17461500;31107600;2811974.244;5023384.438
1952;2642;X423.098.547.1..ID..2642.;32455995.73;5409332.622;4379384.355;0;0;0;18679191.55;3113198.592;1204304.353;29468330.01;2946833.001;1041186.162;0;0;0;11938557.11;1989759.519;1054389.252;0;0;0;41406887.13;2760459.142;1092676.604;22727695.57;2272769.557;890764.7041;0;0;0;2461767.682;820589.2272;981012.3301;6489123.714;1081520.619;1058730.947;0;0;0;0;0;0;0;1101359.994;483573.6221;1016101.9;13543500;8790380;7451520;981012.3301;388078.748;1092676.604;1307248.711;597919.5107;765427.5078;1746070.518;529186.5769;1612831.103
1953;3317;X423.196.430.1..ID..3317.;6980148.672;1163358.112;1140199.445;0;0;0;11380147.67;1896691.279;2069143.688;19055448.46;1905544.846;1902971.957;0;0;0;4091799.094;681966.5156;782661.2109;0;0;0;23147247.55;1543149.837;1316718.297;11767099.88;1176709.988;1211276.813;0;0;0;6249560.539;2083186.846;2051629.383;9917538.344;1652923.057;1736378.027;0;0;0;0;0;0;0;1760850;1711906.055;86595.375;1170717.438;567280.8125;1109681.453;2881212.859;2051629.383;1316718.297;2377437.375;1299390.625;455640.9688;3189930;2045093.914;1123163
1954;5469;X424.099.547.1..ID..5469.;3070875.66;511812.61;34367.87695;0;0;0;2238489.18;373081.5299;0;3120081.688;312008.1688;0;0;0;0;16656.57422;2776.095703;0;0;0;0;3136738.262;209115.8841;0;898249.082;89824.9082;0;0;0;0;0;0;0;65862.60156;10977.10026;0;0;0;0;0;0;0;0;0;0;0;2186410;815729.9063;0;0;0;0;52079.17969;0;16656.57422;0;65862.60156;0
1955;6854;X424.208.251.1..ID..6854.;5507522.196;917920.3661;876585.0469;0;0;0;28790119.58;4798353.264;1175946.932;41791644.05;4179164.405;1153790.167;0;0;0;5462079.833;910346.6388;433715.3711;0;0;0;45476070.73;3031738.049;663840.7288;18463604.3;1846360.43;903757.5323;1777653.154;1777653.154;1777653.154;36764446.19;12254815.4;10541962.05;3204102.348;534017.058;508266.0635;1777653.154;1777653.154;1777653.154;0;0;1777653.154;0;442291.418;1265794.508;0;2135700.758;1163905.998;609495.7578;23540204.13;10541962.05;2682280;320029.4102;1143674.336;134715.9364;574240.709;663840.7288;257934.9844
1956;2315;X424.208.216.1..ID..2315.;4130565.867;688427.6445;563743.8438;0;0;0;18531445.11;3088574.184;579202.9121;30306890.83;3030689.083;470152.5156;0;0;0;8993810.848;1498968.475;525701.0996;0;0;0;38711697.79;2580779.853;462398.3125;20769256.57;2076925.657;382154.7656;589003.8867;589003.8867;589003.8867;34180360;11393453.33;11485900;400771.9258;66795.32096;0;589003.8867;589003.8867;589003.8867;0;0;589003.8867;0;382219.2813;0;0;569401.9375;301911.2188;462398.3125;15403300;11485900;7291160;1587520;558085.75;651248.6484;0;18552.64453;0
1957;1943;X424.282.347.2..ID..1943.;8782434.865;1463739.144;886334.4321;214263.6826;71421.22754;71314.88428;16634726.01;2772454.334;1876754.495;21914449.11;2191444.911;1143174.173;214263.6826;71421.22754;71314.88428;14839373.48;2473228.913;2178276.375;214263.6826;71421.22754;71314.88428;34063262.59;2270884.173;1223399.355;20119096.58;2011909.658;1393408.082;2690560;2690560;2690560;3678217.345;1226072.448;1062948.99;21602610.38;3600435.063;3920747.993;2690560;2690560;2690560;95780.39697;47168.40137;2690560;71314.88428;3841385.986;634087.4307;752186.9629;479662.6357;549269.5088;4407702.221;1062948.99;1563416.808;1051851.547;456408.3945;1223399.355;1665992.75;8103760;4000110;4271080
1958;334;X424.324.551.1..ID..334.;88545630;14757605;12711950;145043.3521;48347.78402;34774.61108;77678095.6;12946349.27;9599410;113938881.9;11393888.19;9599410;145043.3521;48347.78402;34774.61108;87228345.6;14538057.6;13142735;145043.3521;48347.78402;34774.61108;194435591.9;12962372.79;11936700;123489131.9;12348913.19;10629635;6731635.597;6731635.597;6731635.597;20611520;6870506.667;6599540;85278441.88;14213073.65;14922100;6731635.597;6731635.597;6731635.597;34774.61108;78860.37573;6731635.597;31408.36523;7262120;5599021.876;19497300;22072300;13487200;27096500;6599540;5161710;8850270;11936700;6335490;7617440;23075800;12409000;17435200
1959;1532;X424.365.652.1..ID..1532.;189480873.6;31580145.59;16141837.47;17979379.33;5993126.443;5971822.89;97931992.75;16321998.79;15529349.31;160191037.9;16019103.79;15659426.47;17979379.33;5993126.443;5971822.89;195038405.3;32506400.88;17359806.17;17979379.33;5993126.443;5971822.89;339744843.2;22649656.21;16206374.14;257297450.4;25729745.04;16372647.38;15484600;15484600;15484600;45874610.23;15291536.74;15000362.88;104389359.4;17398226.57;17353245.99;15484600;15484600;15484600;5971822.89;5802072.385;15484600;6205484.054;13496820.64;20375853.86;8494850;15574098.62;15744754.31;16538920.63;12693555.64;15000362.88;18180691.71;22182800;10416300;109024000;18500117.84;16206374.14;27315342.92
1960;2985;X425.095.583.1..ID..2985.;1112218.822;185369.8037;115799.7197;0;0;0;16726426.34;2787737.723;408080.793;28350164.98;2835016.498;206133.1777;0;0;0;6246256.172;1041042.695;43814.10742;0;0;0;34596421.15;2306428.077;161030.1484;17869994.81;1786999.481;64162.95898;0;0;0;31524160;10508053.33;11189100;1960042.332;326673.722;102853.7754;0;0;0;0;0;0;0;1450734.605;230502.7891;44677.40234;181763.5664;26038.35547;83648.51563;14298500;11189100;6036560;634398.0195;147950.9238;38419.44141;161030.1484;30146.57422;42950.8125
1961;4068;X425.095.629.1..ID..4068.;1327347.746;221224.6243;165556.4756;0;0;0;7935942.92;1322657.153;413187.2002;12520984.36;1252098.436;302627.2344;0;0;0;8313192.762;1385532.127;43814.10742;0;0;0;20801933.96;1386795.597;245821.7012;12898234.2;1289823.42;165556.4756;32243.15625;32243.15625;32243.15625;17543032.61;5847677.535;5830230;1931553.609;321925.6016;184419.1084;32243.15625;32243.15625;32243.15625;0;0;32243.15625;0;1190515.891;284571.2871;44677.40234;56579.47266;159573.6074;171539.3438;5830230;3729440;7983362.605;580552.6992;320683.1816;38419.44141;245821.7012;123016.5156;42950.8125
1962;8738;X425.269.601.1..ID..8738.;87636288.67;14606048.11;6769147.508;69808.03271;23269.34424;26329.6084;13482384.75;2247064.125;1185304.575;21722413.45;2172241.345;1185304.575;69808.03271;23269.34424;26329.6084;104979544.6;17496590.77;15437079.44;69808.03271;23269.34424;26329.6084;126564529;8437635.27;1294228.607;113219573.3;11321957.33;3385382.215;137429.0527;137429.0527;137429.0527;1905974.904;635324.9681;370016.7813;37022265.47;6170377.579;1185304.575;137429.0527;137429.0527;137429.0527;28924.75244;14553.67188;137429.0527;26329.6084;1195998.111;743378.7969;16490879.78;9356520.033;4181774.982;55831496.51;323597.9082;370016.7813;1212360.215;1294228.607;2588989.447;14383279.09;1174611.038;493297.7441;16924100
1963;1193;X425.312.423.1..ID..1193.;58050997.14;9675166.191;8957230;1314971.01;438323.6701;445860.9326;46448994.27;7741499.046;7528545;75083470.53;7508347.053;6555863.596;1314971.01;438323.6701;445860.9326;38501591.84;6416931.974;6234650;1314971.01;438323.6701;445860.9326;112107012.4;7473800.828;6696577.145;67136068.1;6713606.81;6555863.596;1478049.962;1478049.962;1478049.962;25526594.7;8508864.901;8373850.641;28529420.57;4754903.428;4919100.149;1478049.962;1478049.962;1478049.962;445860.9326;386749.7383;1478049.962;482360.3394;4973460.298;3119698.576;4547791.242;14202800;8353630;11632600;10737594.01;6415150.048;8373850.641;9560830;6696577.145;7604560;5496260;5527470.449;4864740
1964;2894;X425.312.242.1..ID..2894.;60830320.76;10138386.79;8910212.126;882333.2905;294111.0968;271817.1523;46001605.62;7666934.271;5693036.737;67214219.84;6721421.984;4810349.268;882333.2905;294111.0968;271817.1523;28888924.51;4814820.752;3788319.154;882333.2905;294111.0968;271817.1523;94941106.21;6329407.081;4562988.535;50101538.73;5010153.873;4061889.154;1162038.136;1162038.136;1162038.136;11894750;3964916.667;3692090;22216035.46;3702672.576;3064583.597;1162038.136;1162038.136;1162038.136;271817.1523;251737.4766;1162038.136;358778.6616;2827065.408;2710594.524;2616221.959;17848656.99;8106877.504;9713546.748;5057710;3692090;3144950;12777771.61;4562988.535;7820479.364;6328363.474;3302101.785;4431688.307
1965;2357;X425.369.653.1..ID..2357.;50735614.93;8455935.821;6501578.871;2836668.142;945556.0472;941422.3721;25333497.09;4222249.515;3065356.652;43409107.03;4340910.703;2806068.138;2836668.142;945556.0472;941422.3721;42466721.28;7077786.88;4336993.852;2836668.142;945556.0472;941422.3721;82664708.31;5510980.554;3747886.059;60542331.22;6054233.122;4336993.852;3211120;3211120;3211120;8143805.092;2714601.697;2358939.459;23785288.29;3964214.715;3899094.069;3211120;3211120;3211120;934426.2568;960819.5127;3211120;941422.3721;1365863.836;5060865.826;4878594.834;3239353.73;1919110;3747886.059;1989472.763;2358939.459;3795392.87;12608093.46;9255271.683;19965900;2919593.305;2692542.971;6867827.519
1966;6399;X426.101.584.1..ID..6399.;1208342.534;201390.4224;153455.1982;0;0;0;2853062.41;475510.4017;153455.1982;6772038.754;677203.8754;135434.0518;0;0;0;4234264.135;705710.6891;450716.0688;0;0;0;11006302.89;733753.5259;394724.4707;8153240.479;815324.0479;409124.3843;0;0;0;7928869.196;2642956.399;2025670;1869091.158;311515.193;260241.0068;0;0;0;0;0;0;0;394724.4707;0;951113.501;161799.8359;0;420753.125;2025670;3918976.344;1984222.853;145110.5605;0;480679.0127;125757.543;0;397495.6436
1967;3583;X426.228.287.1..ID..3583.;1939231.289;323205.2148;142310.1563;146880.4082;48960.13607;58376.19824;1088318.412;181386.402;102102.3379;1498707.245;149870.7245;89863.0957;146880.4082;48960.13607;58376.19824;56044529.13;9340754.854;861923.3076;146880.4082;48960.13607;58376.19824;57432631.15;3828842.077;146870.8164;56454917.96;5645491.796;423449.0742;110605.2188;110605.2188;110605.2188;1066497.641;355499.2135;137617.6309;54426902.22;9071150.371;378523.7021;110605.2188;110605.2188;110605.2188;23949.5752;64554.63477;110605.2188;58376.19824;146870.8164;53984.34229;19037900;93599.45703;191020.8555;835906.2031;40939.59766;137617.6309;887940.4121;86126.73438;76700.74609;655877.293;610176.5879;61670.47656;34516300
1968;1293;X426.241.402.1..ID..1293.;9393709.75;1565618.292;1565714.617;22364.5918;7454.863932;0;11654890;1942481.667;2218000;20042777.95;2004277.795;1836861.266;22364.5918;7454.863932;0;11450851.39;1908475.232;2562572.586;22364.5918;7454.863932;0;31493629.34;2099575.29;2077120;19838739.34;1983873.934;1836861.266;0;0;0;6742674.094;2247558.031;2077120;15357245.5;2559540.917;2529852.586;0;0;0;22364.5918;0;0;0;3634310;1968428.875;3112065.266;3584580;1518019.234;2424320;2077120;1705293.656;2960260.438;0;1613410;253380.5156;2358880;1582736.188;2700825.172
1969;3166;X426.251.368.1..ID..3166.;25959215.73;4326535.955;4848118.493;174717.4375;58239.14583;56843.12183;29787322.79;4964553.799;5485492.574;44637460.38;4463746.038;4189246.664;174717.4375;58239.14583;56843.12183;25494248.98;4249041.496;4217295.934;174717.4375;58239.14583;56843.12183;67772269.36;4518151.291;4271763.336;40344386.57;4034438.657;3891845.377;2359440;2359440;2359440;16417404.39;5472468.132;5768247.848;25395649.24;4232608.206;3230574.037;2359440;2359440;2359440;67251.98267;50622.33301;2359440;56843.12183;8478324.434;3676960.763;2784187.311;5589506.994;2417673.554;5650404.557;6377393.211;4271763.336;5768247.848;1601180;4106729.992;6593720.631;5381478.154;2736449.945;2338248.631
1970;8675;X426.273.603.1..ID..8675.;4104006.594;684001.099;0;0;0;0;248080.9297;41346.82161;0;248080.9297;24808.09297;0;0;0;0;6032130.625;1005355.104;601228.375;0;0;0;6280211.555;418680.7703;0;6032130.625;603213.0625;0;0;0;0;194841.1094;64947.03646;0;1981363.852;330227.3086;26619.91016;0;0;0;0;0;0;0;53239.82031;0;454214.0313;0;0;3355763.875;194841.1094;0;0;0;0;748242.7188;0;0;1473910
1971;683;X426.303.480.1..ID..683.;67292249.46;11215374.91;10917909.73;323778.0833;107926.0278;121788.9939;48931580.65;8155263.442;7425869.728;83696521.92;8369652.192;8825725;323778.0833;107926.0278;121788.9939;50727322.88;8454553.814;9915820;323778.0833;107926.0278;121788.9939;132605829.4;8840388.627;8908790;85492264.15;8549226.415;8825725;1818015.402;1818015.402;1818015.402;10397536.96;3465845.653;2910425.797;54916042.99;9152673.831;8577550;1818015.402;1818015.402;1818015.402;72413.28979;129575.7996;1818015.402;121788.9939;5155720;6715022.985;8412440;14880400;8908790;12139800;2910425.797;2717643.68;4769467.482;9696019.455;9498840;12168400;14471000;8742660;11419200
1972;5042;X426.304.498.1..ID..5042.;45191653.93;7531942.322;8031632.336;72413.28979;24137.76327;0;20381064.89;3396844.148;2255756.001;44019541.11;4401954.111;3138934.039;72413.28979;24137.76327;0;27272322.39;4545387.065;4174277.102;72413.28979;24137.76327;0;70323742.41;4688249.494;3559718.734;50910798.61;5091079.861;4481760.18;968121.0918;968121.0918;968121.0918;3988655.883;1329551.961;1247174.25;21143432.59;3523905.432;3540348.406;968121.0918;968121.0918;968121.0918;72413.28979;0;968121.0918;0;2756890;4460603.563;4788835.469;10133279.47;12737571;8355495.953;1247174.25;849099.2109;1892382.422;1754622.002;4502916.797;7707768.719;3520978.078;2056406.746;3559718.734
1973;8171;X426.324.638.1..ID..8171.;69616731.46;11602788.58;4247951.518;13298.69214;4432.89738;0;36286604.56;6047767.426;4826380.628;36037970.54;3603797.054;3871826.093;13298.69214;4432.89738;0;71162171.36;11860361.89;2469243.254;13298.69214;4432.89738;0;93682623.37;6245508.225;2992655.139;70913537.34;7091353.734;2351590.371;13517518.53;13517518.53;13517518.53;8220947.483;2740315.828;2367229.68;15844944.42;2640824.071;2327383.847;13517518.53;13517518.53;13517518.53;13298.69214;0;13517518.53;0;3848155.795;2351789.994;524668.2109;4600406.645;3895496.391;2992655.139;3907886.435;2367229.68;1945831.369;5360282.543;2351390.748;50416500;5052354.612;2302977.699;1764998.113
1974;2201;X427.158.212.1..ID..2201.;15286786.64;2547797.773;2012680;0;0;0;11248586.02;1874764.337;1663854.797;16754335.97;1675433.597;1478609.133;0;0;0;6223915.867;1037319.311;665993;0;0;0;22925160.34;1528344.023;1289948.375;11729665.81;1172966.581;892165.6953;53091.49219;53091.49219;53091.49219;1528422.656;509474.2188;614474.9531;6109951.047;1018325.174;665993;53091.49219;53091.49219;53091.49219;0;0;53091.49219;0;2019411.328;283682.0938;870383.6875;5114290;1648920;3548890;614474.9531;913947.7031;0;1308298.266;2376440;1289948.375;2139019.984;335851.6406;461602.3125
1975;8866;X427.233.287.1..ID..8866.;2961972.725;493662.1208;461137.1152;0;0;0;5411507.33;901917.8883;715757.4482;9023999.039;902399.9039;799650.7012;0;0;0;9845997.936;1640999.656;352780.8086;0;0;0;18499196.95;1233279.797;690330.1914;13458489.64;1345848.964;565886.2422;370800.0215;370800.0215;370800.0215;2643635.648;881211.8828;908971.2109;12893588.58;2148931.43;1573063.879;370800.0215;370800.0215;370800.0215;0;0;370800.0215;0;522543.6855;441442.293;3489874.844;992406.8281;411390.7969;206348.8164;908971.2109;1399902.842;334761.5957;510883.4336;690330.1914;150612.6582;2105902.15;1040225.607;5293600
1976;5380;X427.306.391.1..ID..5380.;40559701.88;6759950.314;6125525.154;881792.9531;293930.9844;300665.6733;25930135.22;4321689.203;3677024.146;42671123.61;4267112.361;4223381.358;881792.9531;293930.9844;300665.6733;38359564.61;6393260.768;5150418.761;881792.9531;293930.9844;300665.6733;79383758.76;5292250.584;4278832.717;55100553;5510055.3;4808781.94;1646929.456;1646929.456;1646929.456;4041544.421;1347181.474;1578395.868;34782512.45;5797085.409;4262424.727;1646929.456;1646929.456;1646929.456;433420.2026;300665.6733;1646929.456;147707.0771;3186118.291;1521819.438;2418128.313;4167930;5653270.729;7882709.209;1578395.868;1595263.801;867884.7524;6597779.579;4278832.717;11979179.65;8752982.022;5338731.163;13564733.23
1977;8654;X427.306.415.1..ID..8654.;7071615.067;1178602.511;1206382.592;0;0;0;3293390.401;548898.4002;4661.108398;3727885.44;372788.544;0;0;0;0;6236626.883;1039437.814;664909.4844;0;0;0;9964512.323;664300.8215;0;6671121.922;667112.1922;0;0;0;0;0;0;0;2892897.256;482149.5426;4661.108398;0;0;0;0;0;0;0;9322.216797;0;0;2201121.969;0;1329818.969;0;0;0;1082946.216;0;2457727.914;0;434495.0391;2449080
1978;8208;X427.323.677.1..ID..8208.;5866220.017;977703.3361;110466.7529;0;0;0;1650342.1;275057.0166;22950.07129;2368839.872;236883.9872;27349.41113;0;0;0;5375185.651;895864.2752;17937.98193;0;0;0;7722435.645;514829.043;24310.26367;6093683.424;609368.3424;22337.32178;21589.87891;21589.87891;21589.87891;1584085.94;528028.6468;30388.55859;272129.6875;45354.94792;0;21589.87891;21589.87891;21589.87891;0;0;21589.87891;0;0;0;0;24310.26367;155902.8457;0;1539411.297;30388.55859;14286.08496;65030.66016;553796.2471;5067180;0;0;272129.6875
1979;6624;X427.323.278.1..ID..6624.;38085188.04;6347531.34;1906662.643;0;0;0;13074170.15;2179028.358;2004761.566;19029400.54;1902940.054;1374225.751;0;0;0;34713104.79;5785517.465;1280707.451;0;0;0;51592414.57;3439494.304;1243220.937;40668335.18;4066833.518;1232547.764;2150090.757;2150090.757;2150090.757;7995177.847;2665059.282;1526576.91;5512048.682;918674.7803;814555.2695;2150090.757;2150090.757;2150090.757;0;0;2150090.757;0;424559.3223;280752.4795;672274.5469;2591450.695;1221874.592;822893.7275;5225380;1526576.91;1243220.937;823256.999;4119281.171;28506430.85;1859432.376;956835.9922;1318193.965
1980;8301;X427.327.310.1..ID..8301.;22229411.67;3704901.945;1783397.509;0;0;0;16738215.7;2789702.617;3081488.59;19288300.4;1928830.04;1499530.894;0;0;0;22206927.32;3701154.553;1365392.678;0;0;0;37198703.14;2479913.543;1305072.184;24757012.02;2475701.202;1208359.979;4296524.581;4296524.581;4296524.581;8796225.862;2932075.287;1887414.014;6173065.606;1028844.268;696200.1265;4296524.581;4296524.581;4296524.581;0;0;4296524.581;0;11048.99023;280752.4795;255714.1797;2954147.179;1038977.102;926679.7549;5483098.677;1887414.014;1425713.172;784566.2725;2527817.917;13997223.45;3208830;1111647.773;1305072.184
1981;2938;X427.785.315.2..ID..2938.;2272936.589;378822.7648;317731.8638;0;0;0;24290438.4;4048406.4;230146.4297;40459991.91;4045999.191;253697.8604;0;0;0;15017826.34;2502971.056;177194.418;0;0;0;55477818.25;3698521.216;245501.9434;31187379.84;3118737.984;243036.1367;0;0;0;52765800;17588600;15343900;439081.6582;73180.27637;49598.25977;0;0;0;0;0;0;0;198399.082;56018.02734;113818.5059;261893.7773;245501.9434;240570.3301;23159700;15343900;14262200;627267.0508;524133.5371;373569.9502;43178.49219;0;27667.55078
1982;2231;X428.286.365.1..ID..2231.;31029054.67;5171509.111;3724450;7716.643555;2572.214518;0;34785168.53;5797528.088;3232854.848;50607631.27;5060763.127;3232854.848;7716.643555;2572.214518;0;17025868.95;2837644.825;2435765.924;7716.643555;2572.214518;0;67120982.24;4474732.149;2517866.578;32848331.69;3284833.169;2435765.924;512517.9785;512517.9785;512517.9785;28129070.88;9376356.96;8658295.695;7962856.695;1327142.783;1107008.354;512517.9785;512517.9785;512517.9785;0;0;512517.9785;7716.643555;2079249.695;584112.6328;1266435.176;14701528.09;4595970;3062440;12157831.23;8658295.695;7312943.949;4386460;1764790;2517866.578;947581.5313;731812.3906;2353665.27
1983;487;X428.323.383.1..ID..487.;320471996;53411999.33;52341550;398060.9531;132686.9844;134179.0671;185888322.7;30981387.11;20883250;290356492.1;29035649.21;22037800;398060.9531;132686.9844;134179.0671;154282239.2;25713706.53;22323300;398060.9531;132686.9844;134179.0671;443905016;29593667.73;27385100;258750408.6;25875040.86;22323300;733715.3613;733715.3613;733715.3613;14617759.97;4872586.656;4949223.842;108815260;18135876.67;16698700;733715.3613;733715.3613;733715.3613;98666.20361;134179.0671;733715.3613;165215.6824;13111500;6266260;17261500;83896496;49232600;57818900;4041111.324;5627424.803;4949223.842;55450500;27939700;46133800;28655000;16135900;27385100
